Compound	Occurrences
[n-(p-acetamidobenzoyl)r]lenils[s-(acetamidomethyl)-l-cysteinyl]lhhicrelarirrllger-conh2	1
[n-(p-acetamidobenzoyl)r]lenilsclhhicrelarirrllger-conh2	3
[n-(trifluoromethylsulfonyl)imino][4-(trifluoromethyl)phenyl]-lambda3-bromane	5
[n-3,5-di-t-bu-salicylidene-2,2-diphenyl-glycinato]-co(iii)	14
[n-bu4n][fe(co)3no]	73
[n-bu4n]vo3	1
[n-butylthiazolium][br]	51
[n-butyronitrile pyridinium][pdcl4]	2
[n-isopropyl-2-(isopropylamino)troponiminato]methylzinc	17
[n-salicylidene-2-aminoisobutyrato]-[2-aminoisobutyrato]co	16
[n2c3h5(2,6-di-i-pr-phenyl)2]cl	3
[na(phen)3][cu(nph2)2]	1
[na(thf)x][pnb(n[me3cch2][3,5-me2c6h3])3]	3
[na2pdcl4]	50
[nbu4][oac]	2
[nbu4][reo4]	19
[nbu4n][aucl4]	12
[nb{(r)-binol-siph2me}(nme2)3(hnme2)]	14
[net2h2]-[{rucl(s)-binap}2(mu-cl)3]	1
[net3h]bf4	47
[net3me]i	9
[nh2et2][{ru(r-4,4'-di-me3si-binap)cl}2(mu-cl)3]	11
[nh2me2]+[{rucl[(s)-sunphos]}2(mu-cl3)]	11
[nh2me2][{rucl[(s)-c2-tunaphos]}2(mu-cl)3]	5
[ni((r)-(s)-pigiphos)(thf)](clo4)2	4
[ni((s)-tol-binap)](bf4)2	1
[ni((s)-tol-binap)]otf2	7
[ni(1,2-bis(di-isopropylphosphino)ethane)(mu-h)]2	9
[ni(1,2-bis(diphenylphosphino)ethane)2]	1
[ni(1,2-dimethoxyethane)2i2]	27
[ni(1,3-bis(2,6-diisopropylphenyl)imidazol-2-ylidene)]2	24
[ni(1,3-bis[2,6-bis(diphenylmethyl)-4-methylphenyl]imidazole-2-ylidene)(cin)cl]	9
[ni(2,2'-bipyridine)3(2+)][bf4(1-)]2	31
[ni(2,2'-bipyridine)3][pf6]2	19
[ni(4-f-phcn)4(otf)2]	7
[ni(6-mes)(pph3)br]	5
[ni(allyl)(1,5-cyclooctadiene)]barf	1
[ni(bpy)3](br)2	3
[ni(ch2sime3)2(tmen)]	3
[ni(ch2trimethylsilyl)2(tetramethylethylenediamine)]	2
[ni(cl){n-(2-ph2pc6h4)(2?-me2nc6h4)}]	22
[ni(cod)2]	2
[ni(cod)2](tbu)2p(o)h	2
[ni(cyclam)](clo4)	4
[ni(dimethylphenylphosphine)4]	2
[ni(iap1)2]	7
[ni(ii)(n,n,n',n'-tetramethylethylenediamine)cl2]	1
[ni(ii)(ootbu)(tp(ipr))]	1
[ni(iii)(1,4,7-triazacyclononane)2](clo4)3	1
[ni(n,n'-bis[2,6-bis(diphenylmethyl)-4-methoxyphenyl]imidazol-2-ylidene)(allyl)cl]	21
[ni(n,n'-bis[2,6-bis(diphenylmethyl)-4-methylphenyl]imidazole-2-ylidene)(allyl)cl]	22
[ni(n-methyl-n,n',n'-tris(pyrid-2-ylmethyl)ethylenediamine)(ch3cn)](bph4)2	1
[ni(o2cch3)2]*4h2o	354
[ni(pet3)4]	9
[ni(pyridine)4cl2]	23
[ni(terpyridine)(ch3)]	4
[ni(tet a)](clo4)2	3
[ni(tetramethylcyclam)]br2	2
[ni0(1,5-cyclooctadiene)2]	1421
[ni2((r)-(c10h6nchc6h3(o)2)2)]	7
[ni2(ipr2im)4(cod)]	2
[ni2(me4-tpdp)(meco2)(h2o)2](clo4)2	1
[nibr2(phen)]	26
[nickel(ii)(1,4,8,11-tetramethyl-1,4,8,11-tetraazacyclotetradecane)]br2	2
[nickel(ii)(silver)4(bis(methylthio)methylenepropanedioate)3]*3.5h2o	1
[nickel(ii)bis(n-methylsalicylideneiminate)]	1
[nickel(ii)dichloride(1,3-bis(diphenylphosphino)propane)]	29
[nickel(ii)dichloride(dimethoxyethane)]	186
[nicl(eta3-(2-c3h4me))]2	1
[nicl2(1,2-bis(diphenylphosphino)ethane)]	1
[nicl2(1,2-dimethoxyethane)]	1075
[nicl2(1,3-bis(diphenylphosphanyl)propane)]	4
[nicl2(bis(diethylphosphino)ethane)]	7
[nicl2(n,n'-bis[(2,6-diisopropylphenyl)imidazol]-2-ylidene)(pph3)]	8
[nicl2(p(ch3)3)2]	15
[nicl2(pph3)2]	20
[nii2(1,3-dimethylimidazol-2-ylidene)2]	1
[nii2(pph3)]	67
[niii(tris(2-(pyridin-2-yl)ethyl)amine)(oac)]bph4	1
[ni{f3cc(o)chc(o)c6f13}2]	1
[nme2h2][{rucl((r)-c3-tunephos)}2(mu-cl)3]	6
[nme2h2][{rucl((s)-c3-tunephos)}2(mu-cl)3]	5
[nmq][bf4]	29
[no(1+)*18-crown-6*h(no3)2(1-)]	12
[no][pf6]	75
[npycx-ru(bpy)] membrane	3
[nw(occf3(ch3)2)3]4	1
[nw(ocme2cf3)3]3	1
[o(9)-allyl-n-2',3',4'-trifluorobenzylhydrocinchonidinium]br	1
[o,o'-(s)-(1,1'-dinaphthyl-2,2'-diyl)-n,n'-di-(s,s)-[phenylethylphosphoramidite]]	8
[o,o'-(s)-(1,1'-dinaphthyl-2,2'-diyl)-n,n?-di-(s,s)-1-(2-methoxyphenyl)ethylphosphoramidite]	15
[o-bis(dimethylgermyl)carborane]ni(p(c2h5)3)2	1
[o-c6h4(p(nme2)2)ch2pdoac]2	8
[o3reosiph3]	30
[os(ii)(bpy)2cl(pycooh)]cl	1
[os3(co)12]	24
[oscl2(dppb)(pyme)]	6
[oscl2(eta6-p-cymene)(n-p-tosyl-1,2-diphenylethylenediamine)]	6
[osv(o)(2,2?:6?,2??:6??,2???-quaterpyridine)(4-picoline)cl](pf6)2	1
[oxorhenium(v)trichloride(sme2)(opph3)]	9
[oxovanadium(iv)(salen)]	1
[p(ch2ch2pph2)3ru(h)(h2)]bph4	1
[p(cyclohexyl)3]2(co)(cl)ru(h)	63
[p(n-bu)ad2h]bf4	23
[p(t-bu)2-o-biphenyl]au-otf	22
[p(t-bu)3pd(mu-br)]2	117
[p(tbu)2(o-biphenyl)]aun(trifluoromethanesulfonyl)2	61
[p-(me2ch)(c6h4me)]rud(nh2chphchphnso2c6h4-p-ch3)	1
[p-(me2ch)(c6h4me)]rud(nhdchphchphnso2c6h4-p-ch3)	1
[p-(me2ch)(c6h4me)]ruh(nhdchphchphnso2c6h4-p-ch3)	1
[p-xyl-(bim)2][ntf2]2	1
[p6,6,6,14][(c2f5)3pf3]	1
[p66614][ntf2]	1
[palladium(0)(1,4-di-tert-butyl-1,4-diaza-1,3-butadiene)(.eta.2-maleic anhydride)]	1
[palladium(0)(triphenylphosphine)2(maleic anhydride)]	28
[palladium(acetonitrile)nc5h3(n(co)ch2c6h4(och2ch2)2)2o]	1
[palladium(ii)(bis(triphenylphosphanyl))dichloride]	97
[palladium(ii)(cn(me)c6h4n(ch2c(o)n(ipr)ch2o))]2	1
[palladium(ii)(oac)2(1,1'-bis(diphenylphosphino)ferrocene]	31
[palladium(ii)dichloride(1,3-bis(diphenylphosphino)propane)]	65
[palladium(ii)dichloride(2,5-norbornadiene)]	8
[pb(n(si(ch3)3)2)2]	1
[pbp]rh(h)(otf)	1
[pd((.eta.5-c5h5)fe[(.eta.5-c5h3)c(me)=n(c6h4-4-me)])(.mu.-cl)]2	31
[pd((c6h4)pph2)br]4	3
[pd((cn(c10h6)c6h4nch3)2)(h2o)2](2+)*2o3scf3(1-)=[pd((cn(c10h6)c6h4nch3)2)(h2o)2][o3scf3]2	16
[pd((diphenylphosphanyl)ferrocene)cl2]*ch2cl2	44
[pd((p-methoxyphenyl)-bian)(dimethyl fumarate)]	14
[pd((r)-3,5-xylyl-binap)]2(oh)2(bf4)2	3
[pd(.mu.-oh)(2,2'-bipyridine)]2(oso2cf3)2	21
[pd(.sigma.-ph)(1,10-phenanthroline)i]	2
[pd(1,10-phenanthroline)2](pf6)2	35
[pd(1,10-phenanthroline)2][bf4]2	11
[pd(1,2-bis(diphenylphosphanyl)ethane)(phcn)2](sbf6)2	18
[pd(1,2-bis(diphenylphosphino)ethane)(oac)2]	4
[pd(1,2-bis(diphenylphosphino)ethane)cl2]	78
[pd(1,3-bis(2,6-bis(diphenylmethyl)-4-methylphenyl)imidazol-2-ylidene)(cinnamyl)cl]	37
[pd(1,3-bis(diphenylphosphino)propane)(oac)2]	3
[pd(1,4-bis(diphenylphosphino)butane)]	1
[pd(1,4-di-t-butyl-1,4-diazabutadiene)(maleic anhydride)]	7
[pd(1,5-cyclooctadiene)cl(sncl3)]	25
[pd(2-pyrimidinolate)2]n	1
[pd(3-(2,4-dimethyl-1,8-naphthyrid-7-yl)-1-pycolylimidazoylidene)2]-(pf6)2	30
[pd(allyl)(ch3cn)2][otf]	9
[pd(allyl)(rockphos)]otf	2
[pd(allyl)(tbubrettphos)]otf	4
[pd(br)(h){p(1-ad)2nbu}2]*0.25c7h16	1
[pd(c,n-c6h4ch2nme2)cl]2	14
[pd(c3h5)(c6h4cn2(ch3)c5h4n)](1+)*pf6(1-)=[pd(c3h5)(c6h4cn2(ch3)c5h4n)]pf6	2
[pd(c3h5)(cod)]bf4	21
[pd(c3h5)cl]2	1
[pd(c6f5)(otf)(dppe)]	1
[pd(c6h4c5h(ch3)2(si(ch3)3)2p)2]	1
[pd(ch3)cl(3,4,7,8-tetramethyl-1,10-phenanthroline)]	1
[pd(ch3cn)(c6h3(ch2sch3)2)](1+)*bf4(1-)=[pd(ch3cn)(c6h3(ch2sch3)2)]bf4	11
[pd(ch3cn)4](bf4)2	204
[pd(ch3cn)4]*[bf4]2	180
[pd(ch3cn)4][otf]2	84
[pd(ch3coo)(phnchph)]-dimer	1
[pd(cinnamyl)(brettphos)]otf	1
[pd(cinnamyl)cl]2	4
[pd(cinnamyl)cp]	29
[pd(cl)(3-phenylallyl)(n,n'-bis[2,6-(di-iso-propyl)phenyl]imidazol-2-ylidene)]	47
[pd(cl)(3-phenylallyl)(n,n'-bis[2,6-(di-iso-propyl)phenyl]imidazolidin-2-ylidene)]	54
[pd(cl)(3-phenylallyl)(n,n'-bis[2,6-(diphenylmethyl)-4-methylphenyl]imidazolidin-2-ylidene)]	16
[pd(cl)(c6h3(ch2sec6h5)2)]	27
[pd(cl)mu2-ch(2-benzo[1,3]dioxol-5-yl)net(coph)]2	1
[pd(cl)mu2-ch(2-naphthyl)net(coph)]2	1
[pd(cl)mu2-ch(et)n-(4-bromophenyl)(cochex)]2	1
[pd(cl)mu2-ch(p-tolyl)nbn(coph)]2	1
[pd(cl)mu2-ch(tol)n-(4-methoxyphenyl)(cotol)]2	1
[pd(cl)mu2-ch(tol)nbn(cotol)]2	3
[pd(cl)mu2-ch(tol)net(coph)]2	1
[pd(crotyl)(brettphos)]otf	1
[pd(cyclo-c{n-tert-buch}2)]	1
[pd(dibenzylideneacetone)2]	107
[pd(dippf)cl2]	1
[pd(dppb)2(phcn)2](bf4)2	11
[pd(dppe)(h2o)2](tfo)2	23
[pd(dppe)2]	7
[pd(dppf)(cf3co2)2]	1
[pd(dppf)cl2]*chcl3	11
[pd(dppp)(h2o)2](2+)(bf4(1-))2	14
[pd(dppp)(h2o)2](2+)(otf(1-))2	45
[pd(dppp)(h2o)2](bf4)2	41
[pd(dppp)(phcn)2](bf4)2	2
[pd(dppp)2]	1
[pd(eta3-1,1-me2allyl)(mu-cl)]2	12
[pd(eta3-1,3-ph2-allyl)(mu-cl)]2	1
[pd(eta3-2-me-c3h4)(mu-cl)]2	54
[pd(eta3-allyl)(cl)((n,n?-bis-(2,6-diisopropylphenyl)imidazol-2-ylidene))]	26
[pd(eta3-phc3h5)cl]2	26
[pd(h)cl(p(t-bu)3)2]	1
[pd(h2o)2(1,3-bis(diphenylphosphino)propane)](otf)2	14
[pd(hexahydroimidazo-1,10-phenanthrolin-2-yl)2cl2]	2
[pd(ihept)(acac)cl]	21
[pd(ipr)cl2(3-clpy)]	4
[pd(ipr)cl2]2	3
[pd(me)(3-mesityl-1-(1h-pyrazol-1-ylmethyl)imidazolium]cl	20
[pd(me)2(tmeda)]	12
[pd(mecn)(pph3)3](bf4)2	6
[pd(mecn)2]	1
[pd(mecn)2cl2](bf4)2	1
[pd(mecn)4](bf4)2	2
[pd(mecn)4][bf4]	13
[pd(mu-br)(ptbu3)]2	5
[pd(mu-cl)(eta3-c3h5)]2	4
[pd(mu-cl)cl(ipr)]2	17
[pd(n,n'-bis(2,6-diisopropylphenyl)imidazolidin-2-ylidene)(pcy3)]	44
[pd(n,n?-bis(2,6-di(3-pentyl)phenyl)imidazol-2-ylidene)(cinnamyl)cl]	7
[pd(n,n?-bis(2,6-di(4-heptyl)phenyl)imidazol-2-ylidene)(acetylacetonate)cl]	18
[pd(o-p(ph)2ch2c6h4-)br]2	8
[pd(o-p(tbu)2ch2c6h4-)br]2	1
[pd(oac)(2-(2-pyridyl)-phenyl-c,n)]2	1
[pd(oac)(o-tol)3p]2	3
[pd(oac)2(pph3)2]	12
[pd(oac)2]	16
[pd(oac)2]3	2
[pd(oac)nme2c12h8]2	1
[pd(oso2cf3)(ch3si(c6h4p(c6h5)2)2)]	12
[pd(p(c6h5)3)4]	1
[pd(p(o-anisyl)3)4]	1
[pd(p-tbu3)br]2	10
[pd(phen)2(pf6)2]	60
[pd(phen)2](pf6)2	10
[pd(phpy)(oac)2]2	2
[pd(pi-cinnamyl)cl]2	42
[pd(pph2cl2]	1
[pd(pph3)2(oac)2]	151
[pd(pph3)2]cl2	1
[pd(pph3)2cl2]	103
[pd(pph3)4)]	2
[pd(pph3)4]	1
[pd(pph3)cl2]2	2
[pd(pt-bu3)2]	6
[pd(ptbu3)br]2	10
[pd(p{(c6h11)3})2]	52
[pd(quinox)cl2]	41
[pd(r-binap)(h2o)2](2+)[tfo](1-)2	20
[pd(rac-binap)(h2o)2](bf4)2	1
[pd(s,s)-bdpp(h2o)2](2+)(bf4(1-))2	12
[pd(tris(m-pyridyl)phosphane)4]	1
[pd(tris(o-tolyl)phosphine)2]	2
[pd)eta3-c3h5)cl]2	2
[pd)pph3)4]	8
[pd-(scs)cl]	5
[pd-pvp] - poly(vinylpyrrolidone) protected palladium	1
[pd0(1,1?-bis(diphenylphosphino)ferrocene)]	1
[pd02(e,e-dibenzylideneacetone-3,3',5,5'-ome)3]	11
[pd2((s)-dm-binap)2(mu-oh)2](2+)*2tfo(1-)	2
[pd2(3,4-(meo)2dba)3]	1
[pd2(c22h12)3]*chcl3	1
[pd2(cnme)6][pf6]2	7
[pd2(dba)2]	24
[pd2(dba)3]	3
[pd2(dba)3]*chcl3	13
[pd2(dba3)chcl3]	4
[pd2(dibenzylideneacetone)3](c6h6)	30
[pd2(dibenzylideneacetone)3]*dibenzylideneacetone	114
[pd2(mecn)2(pht)(s)binap](bf4)2	1
[pd2(mu-c9h7npph2)(mu-o2cch3)]2	11
[pd2(mu-cl)2(2-(c6h4)ch2n(ch3)2)2]	3
[pd2(mu-cl)2{{(c2f5)2o}2h}2]	1
[pd2(oh)2(pph3)4][bf4]2	11
[pd2br(mu-br)(mu-p-(t-bu)2bph)]	1
[pd2cl(&mu;-cl)ptbu2(2'-methyl-[1,1'-biphenyl]-2-yl)]	1
[pd2cl(mu-cl)(mu-p-(t-bu)2bph)]	1
[pd2dba)3]*chcl3	1
[pd2h2(1,3-bis(diphenylphosphino)propane)3](tfo)2	28
[pd3(dppm)3(co)](cf3co2)2	1
[pd3(dppm)3(co)](pf6)2	10
[pd3(dppm)3(co)](pf6)2 cluster	3
[pd561phen60(oac)180]	3
[pd[p(oph)3]3]	2
[pdbncl(pph3)2]	1
[pdbr(c3n2(c6h5)(c6h4)(c6h3(c3h7)2)2)]2	1
[pdbr(cnc-bu2)]br	4
[pdbr(n-succinimidyl)(pph3)2]	9
[pdbr(p(tert-butyl)3)(o-tolyl)]	1
[pdbr2(pph3)2]	50
[pdbr2]([ph2pch2c(ph)=n(2,6-ipr2c6h3)])	1
[pdbrh(phchchpf)]2	1
[pdcl(c3h5)(1,4-bis(diphenylphosphino)butane)]	16
[pdcl(c3n2(c6h5)(c6h4)(c6h3(c3h7)2)2)]2	4
[pdcl(nncnhc-nbu)]bf4	41
[pdcl(nncnhc-nc7h15)]bf4	1
[pdcl)eta3-c3h5)]2	16
[pdcl2(1,1'-bis(diphenylphosphanyl)ferrocene]	1
[pdcl2(1,3-bis(diphenylphosphino)propane)]	105
[pdcl2(1,3-dimethyl-imidazol-2-ylidene)(asph3)]	13
[pdcl2(asph3)2]	5
[pdcl2(cod)]	6
[pdcl2(dppf)ch2cl2]	2
[pdcl2(k2-1,3-bis(diphenylphosphino)propane)]	3
[pdcl2(ncme)2]	23
[pdcl2(p(3,4-(18-crown-6)-phenyl)2(c6h5))2]	11
[pdcl2(p(c6h5)3)2]	3
[pdcl2(phanephos)]	1
[pdcl2(phcn)2]	75
[pdcl2(pph)3]	1
[pdcl2(tbu-binc)]	8
[pdcl2(xantphos)]	6
[pdcl2{p(o-tolyl)3}2]	1
[pdclc14h7(cco2ch3)2(p(c6h5)2)2]	1
[pdcp(eta3-c3h5)]	40
[pd{(s)-binap}(mu-oh)]2(otf)2	1
[pd{(s)-binap}](sbf6)2	1
[pd{2-phenylpyridine(-h)}-mu-cl]2	1
[pd{bis[2-(diphenylphosphino)phenyl] ether}cl2]	61
[pd{n,n'-di(2,6-di-iprc6h3)dihydroimidazol-2-yl}(oac)2(h2o)]	13
[pd{p(p-tol)3}3]	4
[pd{t-bu2pch2n(ch2ph)ch2pt-bu2}(oac)2]	10
[pentamethylcyclopentadienylrhcl2]2	11
[pf(ch3cn)2cl2]	1
[ph(cf3)2co]sph2	1
[ph(cod)cl]2	6
[ph(oh)((r,r)-binap)]2	2
[ph-(1,1,1-tris(oxazolinyl)ethane)]	1
[ph2c3h3n2(c6h3(me)ph)(c6h3et2)]bf4	16
[ph2c3h3n2(c6h4ph)2]bf4	2
[ph2nh2][bf4]	1
[ph2p(ch2)2pph2]fecl2	25
[ph2p(ch2)3pph2]fecl2	2
[ph2po-][nbu4+]	1
[ph3c][b(c6f5)4]	25
[ph3c][cb11h6cl6]	11
[ph3c]bf4	4
[ph3c]pf6	6
[ph3p*cuh]6	2
[ph3p-au-(ncch3)](1+)*sbf6(1-)	22
[ph3p-au-ncme](+)sbf4(-)	1
[ph3pau]cl	2
[ph3pauntf2]2*phme	95
[ph3pcucl]4	3
[ph3pcuh]6	19
[ph3s][tbu2carbco2b(c6f5)3]	6
[ph3s]cl	1
[ph3snf2][nbu4]	30
[ph4(eta5-c4co)2h(co)4ru2](mu-h)	37
[ph4p]i	5
[phbpph3]ruh(eta3-h2siipr2)	18
[phbpph3]ruh(eta3-h2simeph)	1
[phch=rucl2(pcy3)(h2imes)]	1
[phcn)2pdcl2]	1
[phcopd(ptbu3)i]	31
[phcw(nimtbu){ocme(cf3)2}2]	8
[phcw{osi(otbu)3}3]	15
[phn=c(me)-c(me)=nph]ptme2	2
[phnme2h][b(c6f5)4]	10
[php-au-ncme](+)sbf6(-)	3
[phpau]ntf2	1
[pip*(o)][bf4]	38
[pmim(so3h)[otf]]	43
[pmo(v)8mo(vi)4o36(oh)4{ce(h2o)4}4cl5]*11h2o	1
[poly(n-isopropylacrylamide)-pph2]4pd(0)	4
[polymer-incarcerated nickel nanocatalyst] picb?nhc?ni (0.25 mol percent as ni)	12
[ppfip-cl]2	12
[ppfop-cl]2	1
[pph3au(ta-me)]otf	21
[ppn]2[s5fe(mu-s)2fes5]	1
[ppn][co(co)4]	11
[ppn][rh(co)4]	6
[ppn]cl	13
[ps-peg-adppp-pd(eta3-c3h5)]cl	86
[pt(1-(2,2?-bipyrid-6-yl)-2,3,4,5-tetrakis(4-tert-butylphenyl)benzene)(1-pyrenyl acetylene)2]*2ch2cl2	1
[pt(2,2':6',2'':6'',2'''-quaterpyridine)](cf3so3)2	3
[pt(2,2?-bipyridine)cl2]	10
[pt(2,2?:6?,2??-terpyridine)cl]cl	1
[pt(aco){(phcypo)2h}]	16
[pt(bicyclo[2.2.1]hept-2-en)3]	1
[pt(bpy)(mecn)2](otf)2	6
[pt(cd3cn)(2,2'-bipyridine)(ch2c4h5no(nphthal))](trifluoromethanesulfonate)	1
[pt(cyclooctadiene)2]	2
[pt(dba)2]	29
[pt(dvds)]-ptbu	1
[pt(en)2cl2](2+)	12
[pt(eta3-c3h5)(dpp-xantphos)]pf6	7
[pt(ethylenediamine)(isonicotinate)(isonicotinate*hpf6]	1
[pt(ii)(substituted terpyridyl)]clo4	9
[pt(mu-sme2)2me2]2	19
[pt(pet3)3]	9
[pt(pph3)4]	96
[pt(triphenylphosphine)2cl2]	30
[pt2(oh)2(ph3p)4][bf4]2	1
[ptcl2(1,3-bis(diphenylphosphino)propane)]	2
[ptcl2(benzonitrile)2]	21
[ptcl2(c5h5)fe(c5h3)c6h4(p(c6h5)2)ch(ch3)p(c6h3(ch3)2)2]	9
[ptcl2(eta2:eta2-cycloocta-1,5-diene)]	88
[ptcl2(h2c=ch2)]2	191
[ptcl3(p(c3(nme2)2)3)](perchlorate)2	3
[pth(pme2oh)((pme2o...h...opme2)]	11
[pti2(1,5-cyclooctadiene)]	1
[ptii(2-(thiophen-2-yl)pyridine)(bisnhc2me)]otf	1
[ptme2(1,10-phenanthroline)]	3
[ptme2(cod)]	28
[pucl2(eta6-c6h6)]2	11
[pw11o39](7-)	6
[py(np(ipr)2)(nhp(ipr)2)ir(cod)]	18
[pyh](+)clo4(-)	2
[quaternary ch3i ammonizated co(divinylbenzene-n-vinylimidazolate)polymer][so3cf3]	3
[r(a)]-3,3'-bis(2,4,6-ipr3c6h2)-2,2'-bis(o)-mo catayst	3
[r,r-rhme-duphos]	7
[r-segphos(pme3)pt][bf4]2	1
[rd(cod)(sulphos)]-pd	4
[rd(cod)2]sbf6	1
[rd(cod)oh]2	5
[re(br)(h)(no)(pipr3)2]	5
[re(co)3(1,10-phenanthroline)br]	10
[re(kappa3-p,n,s-ph2pch2p{=np(=s)(oph)2}ph2)(co)3]sbf6	13
[re(no)(.eta.(2)-h2)br2(pipr3)2]	4
[re(o)(2-(2'-ho-ph)-2-oxazoline(-))2][tetrakis(c6f5)borate]	6
[rebr(co)2(thf)]2	6
[rebr(co)3(thf)2]2	15
[rebr(co)3(thf)]2	130
[rebr(eta2-c2h4)(no)(eta3-sixantphos)]	4
[rebr2(no)(.eta.(2)-h2)(p(c6h11)3)2]	3
[rebrh(eta2-c2h4)(no)(homoxantphos)]	1
[rei2(no)(pipr3)2(h2o)](thf)2	8
[remeo2(eta2-alkyne)]	3
[reocl3(sme2)(ph3po)]	12
[resin-ch2n(ch3)3]2co3	2
[rev(o)cl3(pph3)2]	27
[rh((+/-)-2,2'-bis(diphenylphosphino)binaphthyl)(cod)](bf4)	5
[rh((r)-[1,1'-binaphthalene]-2,2'-diylbis(pph2))]clo4	1
[rh((r)-binap)(nbd)] tetrafluoroborate	1
[rh((r)-dtbm-segphos)]bf4	4
[rh((r)-i-pr,i-pr-oxopronop)ococf3]2	1
[rh((r)-pd-cod)((r)-1,1'-binaphthyl-2,2'-diamine)]bf4	2
[rh((r)-ph-meobiphep)]bf4	1
[rh((r,r)-benzp*)(cod)](+)sbf6(-)	16
[rh((r,r)-cpen-sms-phos)(meoh)2]bf4	3
[rh((r,r)-cy-sms-phos)(meoh)2]bf4	17
[rh((r,r)-dipamp)(cod)]bf4	3
[rh((r,r)-t-bu-bisp*)]bf4	1
[rh((r,s)-binap)]sbf6	14
[rh((s)-(2-ph2p-3-ph-4,5,6-(meo)3-c6)2)(nbd)]sbf6	6
[rh((s)-binap)]sbf6	13
[rh((s)-binap)cl]2	1
[rh((s)-cy,cy-oxopronop)ococf3]2	7
[rh((s,s)-(1,2-bis(t-bu-methylphosphino)ethane)(nbd)]bf4	3
[rh((s,s)-ph-bpe)(cod)]bf4	1
[rh((s,s,r,r)-tangphos)(cod)]bf4	30
[rh((s,s,r,r)-tangphos)nbd][sbf6]	5
[rh((s,s,s)-binapine)(3,5-norbornadiene)]sbf6	11
[rh(.eta.2-cyclooctene)(acetylacetone)]	1
[rh(.eta.3-benzyl)(bis(diisopropylphosphino)ethane)]	1
[rh(.eta.6-c6h5f)(bis(dicyclohexylphosphino)methane)][b(c6h3-3,5-(cf3)2)4]	13
[rh(1,1'-bis(2,4-diethylphosphetanyl)ferrocene)(meoh)2]bf4	3
[rh(1,1'-bis(diphenylphosphanyl)ethane)]2(bf4)2	12
[rh(1,2-bis(diphenylphosphanyl)ethane)]clo4	4
[rh(1,2-bis-(diphenylphosphanyl)benzene)]clo4	15
[rh(1,3,4,5-tetramethylimidazole-2-ylidene)(trop2nh)][trifluoromethanesulfonate]	3
[rh(1,3-dimesitylimidazole-2-ylidene)(cod)cl]	17
[rh(1,5-cod)(s,s-et-ferrotane)]bf4	7
[rh(1,5-cod)(s-2-aminomethyl-1-ethylpyrrolidine)]bf4	1
[rh(1,5-cyclooctadiene)(mecn)2]bf4	12
[rh(1,5-cyclooctadiene)(p(oph)3)2]otf	11
[rh(1,5-cyclooctadiene)(pph3)2](+)pf6(-)	1
[rh(1,5-cyclooctadiene)(pph3)2]otf	2
[rh(1,5-cyclooctadiene)2][b((3,5-cf3)c6h3)4]	1
[rh(1,5-cyclooctadiene)2]clo4	1
[rh(1,5-cyclooctadiene)cl]2	16
[rh(1,5-cyclooctadienyl)(mu-och3)]2	104
[rh(2,2'-bis(diphenylphosphino)-1,1'-biphenyl)]bf4	6
[rh(2,2?-bis(diphenylphosphino)-1,1?-binaphthyl)cl]2	5
[rh(acac)(co)2]	12
[rh(acac)(co)2]-fluoropolymer ligand	4
[rh(acac)(cod)]	14
[rh(acac)(cod)]2	18
[rh(acac)(eta2-c2h4)2]	38
[rh(acac)2(co)2]	124
[rh(acetone)2(p(oph)3)2]bf4	3
[rh(acetylacetonate)(1,5-cyclooctadiene)]	1
[rh(alpha,alpha,alpha',alpha'-tetramethyl-1,3-benzenedipropionic acid]2	1
[rh(beta-d-glcp-(1,1)-2,3-di-o-(ph2p)-beta-d-glcp)(cod)]bf4	10
[rh(bicpo)cl]2	6
[rh(bim)(co)2]barf	2
[rh(bimca)cl(co)(allyl)]	3
[rh(biphep)(nbd)]sbf6	3
[rh(bis(diphenylphosphanyl)ethane)]clo4	56
[rh(bis(pyrazol-1-yl)methane)(co)2] immobilized in glassy carbon electrode	1
[rh(c10h8)(cyclooctadiene)]sbf6	27
[rh(c2h2)2oac]2	1
[rh(c2h4)2cl]2	187
[rh(c5me5)(1-(pme(2,6-me2c6h3))-2,6-me2c6h3-kappa-c6,p)][barf]	19
[rh(c7h15co2)2]2	2
[rh(c8h12)((c6h5)2p(ch2)4p(c6h5)2)]bf4*c4h8o	1
[rh(c8h14)2cl]2	1
[rh(ch2=ch2)2cl]2	6
[rh(ch3coo)2]2*2h2o	2
[rh(cnt-bu)4][co(co)4]	2
[rh(co)2(acac)]	1
[rh(co)2(me2nch2ch2nme2)][rhcl2(co)2]	18
[rh(co)cl(dppp)2]2	15
[rh(cod)((+)-2,2-dimethyl-4,5-(bis(diphenylphosphino)methyl)-1,3-dioxolane)]bf4	9
[rh(cod)((s)-h8-binap)]bf4	1
[rh(cod)((s,s)-me-duphos)]otf	9
[rh(cod)(1,4-bis(diphenylphosphino)butane)]bf4	28
[rh(cod)(1,4-bis(diphenylphosphino)butane)]clo4	4
[rh(cod)(abbasphos-i)2]otf	3
[rh(cod)(bis(diphenylphosphino)ethane)]bf4	1
[rh(cod)(dppb)](1+)*bf4(1-)	2
[rh(cod)(dppb)]bf4	23
[rh(cod)(dppp)]pf6	1
[rh(cod)(et-duphos)]bf4	2
[rh(cod)(mecn)2]bf4	1
