Compound	Occurrences	pubchem_isosmiles
au nanoparticles/tio2 (1 mol percent)	23	empty
au ncs/tio2	5	empty
au(1+)*c20h27p*c2h3n*c6h18sb(1-)	3	empty
au(111)	1	empty
au(7-dipp)cl	4	empty
au(acetonitrile)(1,3-bis(di-isopropylphenyl)-imidazol-2-ylidene)(sbf6)	10	empty
au(c3h2n2(c6h3(ch(ch3)2)2)2)nc5h4n(ch3)2(1+)*sbf6(1-)=au(c3h2n2(c6h3(c3h7)2)2)nc5h4n(ch3)2sbf6	1	empty
au(cl)(pph3)3	1	empty
au(i) n-heterocyclic carbene complex	1	empty
au(iii) schiff base	3	empty
au(iii)-(mcm-41-sn(g))	5	empty
au(iii)-promoted polyaniline gold nanospheres	1	empty
au(ipr)bf4	13	empty
au(ipr)cl	20	empty
au(johnphos)(ntf2)	14	empty
au(johnphos)ntf2	1	empty
au(ntf2)[c3(nipr2)2pph2]bf4	4	empty
au(oac)3	15	empty
au(otf)3	2	empty
au(p(oc6h5)3)cl	33	empty
au(ph3p)+bf4-	18	empty
au(ph3p)+opof2-	16	empty
au(ph3p)+otf-	102	empty
au(ph3p)+sbf6-	122	empty
au(pme3)cl	13	empty
au(pph3)(ntf2)	4	empty
au(pph3)cl	49	empty
au(pph3)no3	9	C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3~[N+](=O)([O-])[O-]~[Au+]
au(pph3)ntf2	8	empty
au(pph3)otf	51	empty
au(py)cl3	1	empty
au(salen)cl	26	C1=CC=C(C(=C1)C=NCCN=CC2=CC=CC=C2O)O~Cl[Au]
au+(ch3cn)[(tert-butyl)2p((o-ph)ph)]sbf6-	44	empty
au-ceo2	4	O=[Ce]=O~[Au]
au-tio2	22	empty
au-tio2 nanoparticles	13	empty
au/al2o3	4	empty
au/c	1	empty
au/ca3al3o9	8	empty
au/carbon g-60 catalyst	10	empty
au/carbon g-60 catalyst (0.5 percent wt, 5.3 mg)	1	empty
au/ceo2	68	empty
au/fe2o3	17	empty
au/hydrotalcite	12	empty
au/pd:pvp nanoclusters	1	empty
au/tio2-vs	24	empty
au/zro2	11	empty
au0.97ag0.03	10	empty
au0.98ag0.02	21	empty
au0768pd0232	2	empty
au25(hexanethiolate)18	1	empty
au25(sch2ch2ph)18/fe2o3	5	empty
au2cl2	3	empty
au2cl6	15	empty
au6(6+)*4c18h14p(1-)*2f6sb(1-)	2	empty
au98ag2	10	empty
au9924ag0.76	18	empty
au[n,n'-bis(2,6-diisopropylphenyl)imidazol-2-ylidene]cl	2	empty
au[p(c6f5)3]sbf6	7	empty
au[p(t-bu)2(o-biphenyl)][ch3cn]sbf6	54	empty
au[p(t-butyl)2(o-biphenyl)]cl	1	empty
au[t-bu2p(o-biphenyl)]sbf6	2	empty
aubr3	390	Br[Au](Br)Br
auc27h42n2(1+)*b(c6f5)4(1-)=(auc27h42n2)(b(c6f5)4)	5	empty
auc34h47n(1+)*b(c6f5)4(1-)=(auc34h47n)(b(c6f5)4)	17	empty
aucl(2+)	10	empty
aucl(n,n'-bis[2,4,6-(trimethyl)phenyl]imidazol-2-ylidene)	29	empty
aucl(pme3)	33	CP(C)C~Cl[Au]
aucl(pph3)2	2	empty
aucl(xanthphos)	18	empty
aucl*c20h27p	1	empty
aucl3	1	Cl[Au](Cl)Cl
aucl3(n,n'-bis[2,4,6-(trimethyl)phenyl]imidazol-2-ylidene)	1	empty
aucl3(pyridine)	2	empty
aucl3-cucl2	1	empty
aucl4*2h2o	1	empty
aucl4na	13	empty
aucn	10	empty
audavephosntf2	4	empty
auf4(1-)*2h2o*na(1+)	12	empty
aui(pph3) triflate	4	empty
auno3pph3	14	empty
auntf2(sphos)	37	empty
aup(c6h11)2(c6h4c6h3(och3)2)(1+)*n(so2cf3)2(1-)=aup(c6h11)2(c6h4c6h3(och3)2)(n(so2cf3)2)	5	empty
aup(t-bu)3(n-trifluoromethanesulfonyl)2	31	empty
aurf-r96e/t100a/l202f	2	empty
aurf-t100a/l202f	1	empty
ausbf6	1	empty
auxiliary hydrazone	1	empty
avidin	2	empty
azabisisobutyronitrile	4	empty
azacycloheptane	33	N1CCCCCC1
azacyclohexylcarbonitrile	1	empty
azadirachtin	1	C/C=C(\C)/C(=O)O[C@H]1C[C@H]([C@]2(CO[C@@H]3[C@@H]2[C@]14CO[C@@]([C@H]4[C@]([C@@H]3O)(C)[C@@]56[C@@H]7C[C@H]([C@@]5(O6)C)[C@]8(C=CO[C@H]8O7)O)(C(=O)OC)O)C(=O)OC)OC(=O)C
azado	55	C1C2CC3CC1CC(C2)N3[O]
azadol	1	empty
azado庐	7	empty
azamacrocyclic palladium(0)	19	empty
azibenzil	4	C1=CC=C(C=C1)C(=[N+]=[N-])C(=O)C2=CC=CC=C2
azide	60	[N-]=[N+]=[N-]
azide buffer	2	empty
azide on amberlite ira-400 exchange resin	2	empty
azide(1-)	2	[N-]=[N+]=[N-]
azido-tri-n-butylstannane	48	N(=[N+]=[N-])[Sn](CCCC)(CCCC)CCCC
azidomethane	1	N(=[N+]=[N-])C
azidotrimethylstannate(iii)	1	empty
azidotris(diethylamino)phosphonium bromide	7	[Br-]~N(=[N+]=[N-])[P+](N(CC)CC)(N(CC)CC)N(CC)CC
azidyl radical	33	empty
azo-benzene	2	N(=NC1=CC=CC=C1)C1=CC=CC=C1
azobenzene	27	N(=NC1=CC=CC=C1)C1=CC=CC=C1
azobis(isobutyroniltrile)	1	empty
azobis(isobutyronitrile)	2	N(=NC(C#N)(C)C)C(C#N)(C)C
azobisisobutylonitrile	1	CC(C)(C#N)N=NC(C)(C)C#N
azobisisobutyronitrile	148	N(=NC(C#N)(C)C)C(C#N)(C)C
azocamphor derivative	3	empty
azodicarbonsaeure-di-n-propylester	1	empty
azodicarboxylate	1	N(=NC(=O)[O-])C(=O)[O-]
azodicarboxylic acid bis[dimethylamide]	76	empty
azodiethyl dicarboxylate	4	empty
azodiisobutyric acid dinitrile	5	empty
azoisobutyric acid dinitrile	3	empty
azpy-nme2	4	empty
azulene	1	C1=CC=C2C=CC=CC=C12
b(2)h3*h2n(1-)*li(1+)	1	empty
b(c6cl5)(c6f5)2	12	empty
b(c6f4h)3	7	empty
b(c6f5)2(2,4,6-trimethylphenyl)	13	empty
b(c6f5)3	15	B(C1=C(C(=C(C(=C1F)F)F)F)F)(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F
b(c6f5)3*oet2	1	empty
b(c6h5)3	9	B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3
b(dipc)2ome	2	empty
b(i-pro)3	2	empty
b(n-butyl)3	1	empty
b(oac)3	24	empty
b(ome)3	1	B(OC)(OC)OC
b+nh2nh2*h2o	1	empty
b,b',b''-tribromoborazine	1	empty
b,b',b''-trichloroborazine	1	B1(NB(NB(N1)Cl)Cl)Cl
b-allyldiisopinocampheylborane	24	B(CC=C)([C@@H]1[C@H](CC[C@@H]2[C@H]1C2(C)C)C)[C@@H]3[C@H](CC[C@@H]4[C@H]3C4(C)C)C
b-axis-aligned mesoporous zsm-5 zeolite h-form	2	empty
b-bu4nf	1	empty
b-buli	1	empty
b-butyllithium	3	[Li+]~CC[CH-]C
b-butyloxazaborolidine derived from d-proline catalyst	3	empty
b-hexylcatecholborane	1	empty
b-iodo-9-bbn	11	B1(C2CCCC1CCC2)I
b-methoxy-9-bbn	16	B1(C2CCCC1CCC2)OC
b-methoxypinacolborane	7	empty
b-methyl-(1s)-amino-(2s)-indanol	13	empty
b-n-hexyl-9-borabicyclo[3.3.1]nonane	2	empty
b-ome-9-borabicyclo[3.3.1]nonane	86	empty
b. bassiana	3	empty
b. subtilis pdx1	2	empty
b12	10	CC(C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)C6=CC=C(C=C6)C(=O)O)C)NCCN7C[C@@H]8C[C@H]7CS8(=O)=O
b18c6	1	empty
b2f6	2	empty
b2h6-dms	3	empty
b2h6-thf	23	empty
b2pin2	9	B1(OC(C(O1)(C)C)(C)C)B2OC(C(O2)(C)C)(C)C
b4h2o6(2-)*2na(1+)*10h2o	2	empty
b4h8fe(co)3	1	empty
b4nf	1	empty
b4nf*3h2o	2	empty
b4o7(2-)*7h2o*2na(1+)	1	empty
b5h9	1	empty
ba containing copper chromite	1	empty
ba(2+)*1.6c4h8o*2c6h18nsi2(1-)	2	empty
ba(2+)*2hse(1-)	1	empty
ba(clo4)2	23	empty
ba(n3)2	1	empty
ba(no3)2	11	empty
ba(o-ipr)2	14	empty
ba(oh)2	205	[OH-]~[OH-]~[Ba+2]
ba(oh)2 monohydrate	14	empty
ba(oh)2*8h2o	129	empty
ba(oh)2路8h2o	213	empty
ba(otbu)2	41	empty
ba2(oh)2*8h2o	5	empty
ba[n(sime3)2]2(thf)2	16	empty
babh4	4	empty
bacca	2	empty
bach-ei	1	empty
bach-eitrade;	18	empty
bacillus anthracis ba1557 bshb1	1	empty
bacillus lentus-s166c-ch2-s-s-ch2c[ch2nh3(+)]3	3	empty
bacillus megaterium (sc16644, atcc14581)	1	empty
bacillus megaterium cytochrome p450-bm3 f87l mutant	3	empty
bacillus megaterium cytochrome p450-bm3 f87t/a328f mutant	2	empty
bacillus megaterium pyr2910	1	empty
bacillus pumilus atcc 21143	1	empty
bacillus stearothermophilus	30	empty
bacillus subitilis esterase3	1	empty
bacillus subtilis bsha	1	empty
bacillus subtilis var. niger	1	empty
bacillus subtilis vulgatus	1	empty
bacl2	16	[Cl-]~[Cl-]~[Ba+2]
bacl2*2h2o	1	empty
baco3	3	C(=O)([O-])[O-]~[Ba+2]
bacpy(+)*pf6(1-)	1	empty
bacterial alkaline phosphate	2	empty
bacto-casitone	1	empty
bacto-peptone	7	empty
bacto-yeast-exctract	7	empty
badh	2	empty
badk	1	empty
bah17o9	4	empty
bai2	54	empty
baib	2	CC(CN)C(=O)O
baker anga-542 ion exchange resin	2	empty
baker's yeast	61	empty
bakers' yeast	27	empty
bakers' yeast (saccharomyces cerevisiae)	1	empty
bakers'yeast	2	empty
bakers'yeast saccharomyces cerevisiae	1	empty
bal	12	C(C(CS)S)O
balt;n(sime3)2gt;2	1	empty
bamno4	77	[O-][Mn](=O)(=O)[O-]~[Ba+2]
bao	161	empty
bao*al2o3	1	empty
bap	1	empty
bardoxolone	1	C[C@@]12CC[C@]3(CCC(C[C@H]3[C@H]1C(=O)C=C4[C@]2(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C)C(=O)O
barium	46	[Ba]
barium acetate	10	C(C)(=O)[O-]~[Ba+2]~C(C)(=O)[O-]
barium amide	3	[NH2-]~[NH2-]~[Ba+2]
barium benzoate	5	C(C1=CC=CC=C1)(=O)[O-]~[Ba+2]~C(C1=CC=CC=C1)(=O)[O-]
barium bromide	2	[Br-]~[Ba+2]~[Br-]
barium carbonate	209	C([O-])([O-])=O~[Ba+2]
barium chlorate	7	Cl(=O)(=O)[O-]~[Ba+2]~Cl(=O)(=O)[O-]
barium chloride dihydrate	1	O~O~[Cl-]~[Ba+2]~[Cl-]
barium chloride monohydrate	1	O~[Cl-]~[Ba+2]~[Cl-]
barium chromite	2	[Cr](=O)([O-])[O-]~[Ba+2]
barium containing copper chromite	7	empty
barium copper chromite	3	[Cr](=O)([O-])[O-]~[Cu+2]~[Ba+2]~[Cr](=O)([O-])[O-]
barium dihydroxide	1302	[OH-]~[OH-]~[Ba+2]
barium dimethoxide	130	C[O-]~C[O-]~[Ba+2]
barium hydrogencarbonate	1	C(O)([O-])=O~[Ba+2]~C(O)([O-])=O
barium hydroxide	1	[OH-]~[Ba+2]~[OH-]
barium hydroxide monohydrate	15	O~[OH-]~[Ba+2]~[OH-]
barium hydroxide octahydrate	11	O~O~O~O~O~O~O~O~[OH-]~[Ba+2]~[OH-]
barium hydroxymethoxide	1	OC[O-]~[Ba+2]~OC[O-]
barium hypobromite	2	Br[O-]~[Ba+2]~Br[O-]
barium hypoiodite solution	2	empty
barium isothiocyanate	1	[N-]=C=S~[Ba+2]~[N-]=C=S
barium monoiodide	1	[I-]~[Ba+]
barium nitrite	2	N(=O)[O-]~[Ba+2]~N(=O)[O-]
barium oxide containing copper oxide-chromium oxide	2	empty
barium oxide containing copper oxide-chromium oxide catalyst	1	empty
barium oxide-copper oxide-chromium oxide catalyst	1	empty
barium permanganate	117	[Mn](=O)(=O)(=O)[O-]~[Ba+2]~[Mn](=O)(=O)(=O)[O-]
barium peroxide	5	[O-][O-]~[Ba+2]
barium sulfate	22	S(=O)(=O)([O-])[O-]~[Ba+2]
barium trifluoromethanesulfonate	1	FC(S(=O)(=O)[O-])(F)F~[Ba+2]~FC(S(=O)(=O)[O-])(F)F
barium(ii) chloride dihydrate	5	O~O~[Cl-]~[Ba+2]~[Cl-]
barium(ii) fluoride	3	[F-]~[Ba+2]~[F-]
bariumamide	3	empty
barton carbonate	1	empty
barton deacetylation	1	empty
barytesalkali	1	empty
bas	1	CC1=C(C2=C(N1CC3=CC=CC=C3)C=CC(=C2)OC)CCN~Cl
basacrylsalz an	1	empty
base	204	empty
base (net3 or dmap)	6	empty
base (ph: 12)	1	empty
base catalysis	1	empty
base-modified hzsm-5 zeolite	1	empty
bases	1	empty
basic al2o3	15	empty
basic alumina	25	empty
basic anion exchanger	1	empty
basic anion-exchanger	6	empty
basic conditions	1	empty
basic copper carbonate monohydrate	1	empty
basic copper carbonate powder	7	empty
basic cu(ii)	1	empty
basic groups-derivatized mesoporous silica-enveloped fe3o4 nanoparticles	2	empty
basic ion exchanger	5	empty
basic ions-exchanger	4	empty
basic lead (ii) carbonate	1	empty
basic lead (ii)-acetate	1	empty
basic peroxide	1	empty
basic polymer	1	empty
basic resin ag-1-x2	1	empty
basic resin bemp	6	empty
basic woelm alumina (activity iii)	1	empty
basicene catalysts	2	empty
baso4 poisoned with lead	1	empty
baso4-catalyst	1	empty
baso4/pb salt	1	empty
bathocuproine	22	CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5
bathophenanthroline	505	C1=CC=C(C=C1)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=CC=C5
bathophenanthroline disulfonate disodium salt	4	empty
bathophenanthrolinedisulfonic acid disodium salt trihydrate	1	C1=CC=C(C=C1)C2=C3C=CC4=C(C(=CN=C4C3=NC=C2S(=O)(=O)[O-])S(=O)(=O)[O-])C5=CC=CC=C5~[Na+]~[Na+]
bayer lewatit sc 102	1	empty
bayer lewatit spc 108	1	empty
ba{n(sime3)2}2	1	empty
ba{n(sime3)2}2*(thf)2	1	empty
bbc	3	CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC
bbn	5	empty
bbn*otf	1	empty
bbr3	2	B(Br)(Br)Br
bbr3*me2o	1	empty
bbr3*me2s complex	57	empty
bbr3*sme2	11	empty
bcip	1	CC1=CC=C(C=C1)N~C1=CC(=C(C2=C1NC=C2OP(=O)(O)O)Cl)Br
bcl-xl	1	empty
bcl3	3	B(Cl)(Cl)Cl
bcl3 or bbr3	1	empty
bcl3*c9h13n	12	empty
bcl3*me2s	65	empty
bcl3路dms	4	empty
bcl5	1	empty
bcr-342	1	empty
bd3*nme3	2	empty
bd8877	1	empty
bd9883	1	empty
bea zeolite	1	empty
beauveria bassiana atcc 7159	12	empty
beauveria bassiana atcc7159	2	empty
bedford?s palladacycle	13	empty
beef extract	1	empty
bem medium	1	empty
bemp on polymer	17	empty
bemp on polystyrene	1	empty
bemp resin	19	CCN(CC)P1(=NC(C)(C)C)N(CCCN1CC2=CC=CC=C2)C~C=CC1=CC=CC=C1~C=CC1=CC=C(C=C1)C=C
bemp-resin	1	CCN(CC)P1(=NC(C)(C)C)N(CCCN1CC2=CC=CC=C2)C~C=CC1=CC=CC=C1~C=CC1=CC=C(C=C1)C=C
benezene	1	empty
bengal rose b	1	C1=C2C(=C(C(=C1I)O)I)OC3=C(C(=C(C=C3C24C5=C(C(=C(C(=C5Cl)Cl)Cl)Cl)C(=O)O4)I)O)I
bentonite	2	empty
bentonite bieliaca	12	empty
bentonite clay k-10	1	empty
bentonite k-10	1	empty
bentonite k-10 clay	5	empty
benzaene	1	empty
benzalacetic acid ethyl ester	1	C(C)OC(C=CC1=CC=CC=C1)=O
benzalacetophenone	20	C(C1=CC=CC=C1)=CC(=O)C1=CC=CC=C1
benzaldehyde	386	C(C1=CC=CC=C1)=O
benzaldehyde dimethyl acetal	2	COC(C1=CC=CC=C1)OC
benzaldehyde glycol acetal	1	empty
benzaldehyde hydrotrioxide	1	empty
benzaldehyde n-[phenylmethylidene]hydrazone	3	empty
benzaldehyde n-cbz-imine	1	empty
benzaldoxime	3	C(C1=CC=CC=C1)=NO
benzamide	22	C(C1=CC=CC=C1)(=O)N
benzene	81735	C1=CC=CC=C1
benzene cation radical	2	empty
benzene diazonium chloride	1	[Cl-]~C1(=CC=CC=C1)[N+]#N
benzene ether	2	CCOCC~C1=CC=CC=C1
benzene sulphinic acid	6	C1(=CC=CC=C1)S(=O)O
benzene thiol	101	C1=CC=C(C=C1)S
benzene+toluene	1	empty
benzene-1,2,4,5-tetracarbonitrile	19	C=1(C(=CC(=C(C1)C#N)C#N)C#N)C#N
benzene-1,2,4-tricarboxylic acid	2	C=1(C(=CC(=CC1)C(=O)O)C(=O)O)C(=O)O
benzene-1,2-diol	107	C=1(C(=CC=CC1)O)O
benzene-1,3,5-tricarboxylic acid	3	C1(=CC(=CC(=C1)C(=O)O)C(=O)O)C(=O)O
benzene-1,4-dicarbonyl chloride	1	C1(=CC=C(C=C1)C(=O)Cl)C(=O)Cl
benzene-1,4-dicarboxylic acid	19	C1(=CC=C(C=C1)C(=O)O)C(=O)O
benzene-carboxylate	3	C1(=CC=CC=C1)C(=O)[O-]
benzene-d6	5842	C1(=C(C(=C(C(=C1[2H])[2H])[2H])[2H])[2H])[2H]
benzene-selenenyl bromide	79	C1(=CC=CC=C1)[Se]Br
benzene-sulfonic acid monohydrate	1	O~C1(=CC=CC=C1)S(=O)(=O)O
benzene-trimethyl-ammonium hydroxide	1	[OH-]~C[NH+](C)C~C1=CC=CC=C1
benzenecarbothioamide	1	C1(=CC=CC=C1)C(N)=S
benzenecarboximidamide hydrochloride	1	Cl~C1(=CC=CC=C1)C(N)=N
benzenediazonium tetrafluoroborate	14	F[B-](F)(F)F~C1(=CC=CC=C1)[N+]#N
benzenephosphonous acid	140	C1(=CC=CC=C1)P(O)O
benzeneselenenyl chloride	216	C1(=CC=CC=C1)[Se]Cl
benzeneselenic acid	1	C1(=CC=CC=C1)C(O)=[Se]
benzeneselenic anhydride	1	C1(=CC=CC=C1)C(=[Se])OC(=[Se])C1=CC=CC=C1
benzeneseleninic acid	24	C1(=CC=CC=C1)[Se](=O)O
benzeneseleninic anhydride	101	C1(=CC=CC=C1)[Se](=O)O[Se](=O)C1=CC=CC=C1
benzeneselenol	42	C1(=CC=CC=C1)[SeH]
benzenesulfenyl chloride	30	C1(=CC=CC=C1)SCl
benzenesulfonamide	155	C1(=CC=CC=C1)S(=O)(=O)N
benzenesulfonic acid	190	C1(=CC=CC=C1)S(=O)(=O)O
benzenesulfonyl bromide	1	C1(=CC=CC=C1)S(=O)(=O)Br
benzenesulfonyl chloride	235	C1(=CC=CC=C1)S(=O)(=O)Cl
benzenesulphinic acid sodium salt	104	[Na+]~C1(=CC=CC=C1)S(=O)[O-]
benzenesulphonic acid sodium salt	27	[Na+]~C1(=CC=CC=C1)S(=O)(=O)[O-]
benzenesulphonic anhydride	4	C1(=CC=CC=C1)S(=O)(=O)OS(=O)(=O)C1=CC=CC=C1
benzenesulphonyl azide	78	C1(=CC=CC=C1)S(=O)(=O)N=[N+]=[N-]
benzenesulphonylhydrazine	4	C1(=CC=CC=C1)S(=O)(=O)NN
benzenetellurinyl trifluoroacetate	10	FC(C(=O)O[Te](=O)C1=CC=CC=C1)(F)F
benzenetellurinyl trifluoromethanesulfonate	1	FC(S(=O)(=O)O[Te](=O)C1=CC=CC=C1)(F)F
benzenethiol sodium salt	61	[Na]~C1(=CC=CC=C1)S
benzenetriethylammonium bromide	2	empty
benzhydrol potassium salt	1	[K]~C(C1=CC=CC=C1)(C1=CC=CC=C1)O
benzhydrylamine	1	C(C1=CC=CC=C1)(C1=CC=CC=C1)N
benzil	38	C1(=CC=CC=C1)C(=O)C(=O)C1=CC=CC=C1
benzimidazolylidene pt(0)	1	empty
benzine	27	C1=CC=CC=C1
benzlt;bgt;oxazole	1	empty
benzo-15-crown-5	12	C1COCCOC2=CC=CC=C2OCCOCCO1
benzo-2-bromo-1,3,2-dioxaphospholane	1	empty
benzo[1,3,2]dioxaborole	530	O1BOC2=C1C=CC=C2
benzo[b]thiophene-2-boronic acid	1	S1C2=C(C=C1B(O)O)C=CC=C2
benzo[g]pteridine-2,4(3h,10h)-dione	1	N=1C(NC(C2=NC3=C(NC12)C=CC=C3)=O)=O
benzoato(2,6-bis(dimethylaminomethyl)phenyl-n,c,n)palladium(ii)	2	empty
benzocycloheptatriene cation derivative	2	empty
benzohydroxamic acid or acetohydroxamic acid or sa	1	empty
benzoic acid	3553	C(C1=CC=CC=C1)(=O)O
benzoic acid (s)-1-[(s)-5-oxo-2-phenyl-3-(toluene-4-sulfonyl)-[1,3,2]oxazaborolidin-4-yl]-ethyl ester	19	O=C1[C@@H](N(B(O1)C1=CC=CC=C1)S(=O)(=O)C1=CC=C(C)C=C1)[C@H](C)OC(C1=CC=CC=C1)=O
benzoic acid 1-(4-dimethylaminopyridin-3-yl)-2,2,2-triphenylethyl ester	1	CN(C1=C(C=NC=C1)C(C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)OC(C1=CC=CC=C1)=O)C
benzoic acid anhydride	44	C(C1=CC=CC=C1)(=O)OC(C1=CC=CC=C1)=O
benzoic acid cs salt	23	empty
benzoic acid ethyl ester	9	C(C)OC(C1=CC=CC=C1)=O
benzoic acid fluoride	36	C(C1=CC=CC=C1)(=O)F
benzoic acid hydrazide	4	C(C1=CC=CC=C1)(=O)NN
benzoic acid lithium salt	6	[Li+]~C(C1=CC=CC=C1)(=O)[O-]
benzoic acid methyl ester	23	COC(C1=CC=CC=C1)=O
benzoic acid n'-isopropylhydrazide hydrochloride	6	empty
benzoic peroxyanhydride	4	C(C1=CC=CC=C1)(=O)OOC(C1=CC=CC=C1)=O
benzonitrile	707	C(C1=CC=CC=C1)#N
benzophenone	462	C(C1=CC=CC=C1)(=O)C1=CC=CC=C1
benzophenone anil	1	C1=CC=C(C=C1)C(=NC2=CC=CC=C2)C3=CC=CC=C3
benzophenone anion radical with couter ion na+	1	empty
benzophenone anti-oxime	1	empty
benzophenone ketyl	10	empty
benzophenone or n,n-dimethylformamide	1	empty
benzophenone oxime palladacycle	2	empty
benzopyrazine	2	N1=CC=NC2=C1C=CC=C2
benzopyrazole	1	N1N=CC2=C1C=CC=C2
benzoquinon	2	C1(C=CC(C=C1)=O)=O
benzoquinone	4	C1(C=CC(C=C1)=O)=O
benzoquinone or xef2 or [fe(cp)2][otf]	1	empty
benzoquinones	4	empty
benzothiadiphosphole	8	S1P=PC2=C1C=CC=C2
benzothiazole palladacycle	4	empty
benzothiazole-2-sulphonic acid	2	S1C(=NC2=C1C=CC=C2)S(=O)(=O)O
benzotriazol-1-ol	23557	N1(N=NC2=C1C=CC=C2)O
benzotriazol-1-yl-n,n,n'n'-tetramethyl-uronium bf4(1-)	1	empty
benzotriazol-1-yl-oxytripyrrolidinophosphomium pf6	1	empty
benzotriazol-1-yloxy-tris(trimethylamino)phosphonium*pf6(1-)	7	empty
benzotriazol-1-yloxyl-tris-(pyrrolidino)-phosphonium hexafluorophosphate	3433	F[P-](F)(F)(F)(F)F~N1(N=NC2=C1C=CC=C2)O[P+](N2CCCC2)(N2CCCC2)N2CCCC2
benzotriazol-1-yloxytripyrrolidinophosphonium	1	N1(N=NC2=C1C=CC=C2)O[P+](N2CCCC2)(N2CCCC2)N2CCCC2
benzotriazol-1-yloxytris(dimethylamino)phosphonium hexafluorophosphate	1	F[P-](F)(F)(F)(F)F~N1(N=NC2=C1C=CC=C2)O[P+](N(C)C)(N(C)C)N(C)C
benzotriazol-1-yloxytris(pyrrolidino)phosphonium hexafluorophosphate	25	F[P-](F)(F)(F)(F)F~N1(N=NC2=C1C=CC=C2)O[P+](N2CCCC2)(N2CCCC2)N2CCCC2
benzotriazol-2-ylmethyl-diphenyl-amine	2	N=1N(N=C2C1C=CC=C2)CN(C2=CC=CC=C2)C2=CC=CC=C2
benzotriazole	13	N1N=NC2=C1C=CC=C2
benzotriazole monohydrate	1	O~N1N=NC2=C1C=CC=C2
benzotriazolyloxytris(dimethylamino)phosphonium cl	18	empty
benzotriazoyloxytris[diethylamino]phosphonium hexafluorophosphate	1	empty
benzotrichloride	1	C1(=CC=CC=C1)C(Cl)(Cl)Cl
benzotrifluoride	15	C1(=CC=CC=C1)C(F)(F)F
benzotrisfuroxan	3	empty
benzoxyl peroxide	3	empty
benzoyl bromide	1	C(C1=CC=CC=C1)(=O)Br
benzoyl chloride	222	C(C1=CC=CC=C1)(=O)Cl
benzoyl cyanide	4	C(C1=CC=CC=C1)(=O)C#N
benzoyl hexachloroantimonate	1	empty
benzoyl nitrate	1	[N+](=O)(OC(C1=CC=CC=C1)=O)[O-]
benzoyl peroxide	25	C(C1=CC=CC=C1)(=O)OOC(C1=CC=CC=C1)=O
benzoyl-formic acid methyl ester	4	COC(=O)C(C1=CC=CC=C1)=O
benzoyl-n'-phenylhydrazine	26	empty
benzoylaminobenzene	1	C(C1=CC=CC=C1)(=O)NC1=CC=CC=C1
benzoylation agent	2	empty
benzoylchlorobis(triphenylphosphine)palladium(ii)	67	empty
benzoylformic acid	9	C(C1=CC=CC=C1)(=O)C(=O)O
benzoylquinidine	59	empty
benzsulfohydroxamic acid	37	C1=CC=C(C=C1)S(=O)(=O)NO
benzyl ((11bs)-2,6-bis(3,5-di(tert-butyl)-4-methoxyphenyl)dinaphtho[2,1-d:1',2'-f][1,3,2]dioxaphosphosphepin-4-yl)-l-prolinate	8	empty
benzyl (2s)-2-pyrrolidinecarboxylate	3	N1[C@@H](CCC1)C(=O)OCC1=CC=CC=C1
benzyl (tert-butoxycarbonyl)oxycarbamate	9	C(C)(C)(C)OC(=O)ONC(OCC1=CC=CC=C1)=O
benzyl 2-(methyl(4-methylphenyl)amino)acetate	1	CN(CC(=O)OCC1=CC=CC=C1)C1=CC=C(C=C1)C
benzyl 3,4,6-tri-o-benzyl-2-deoxy-2-(l-prolylamino)-alpha-d-glucopyranoside	16	empty
benzyl alcohol	279	C(C1=CC=CC=C1)O
benzyl alcohol resin	1	empty
benzyl alcohol-alpha,alpha-d2	2	[2H]C([2H])(C1=CC=CC=C1)O
benzyl amine	3	C(C1=CC=CC=C1)N
benzyl azide	5	C(C1=CC=CC=C1)N=[N+]=[N-]
benzyl bromide	80	C(C1=CC=CC=C1)Br
benzyl chloride	45	C(C1=CC=CC=C1)Cl
benzyl chloroformate	46	ClC(=O)OCC1=CC=CC=C1
benzyl ether	7	C(C1=CC=CC=C1)OCC1=CC=CC=C1
benzyl ethyl diazene-1,2-dicarboxylate	14	N(=NC(=O)OCC)C(=O)OCC1=CC=CC=C1
benzyl isocyanide	9	C(C1=CC=CC=C1)[N+]#[C-]
benzyl magnesium halide	3	empty
benzyl methyl ether	21	COCC1=CC=CC=C1
benzyl phenyl selenoxide	2	C1(=CC=CC=C1)[Se](=O)CC1=CC=CC=C1
benzyl potassium	42	C(C1=CC=CC=C1)[K]
